Crop,Year,Month,Price
Potato,2020,April,231.9
Ragi,2020,April,224.5
Rajma,2020,April,142.2
Rapeseed & Mustard,2020,April,147.3
Rapeseed & Mustard (Meal/Cake),2020,April,183.1
Rapeseed & Mustard Oil,2020,April,133.0
Rice,2020,April,156.3
Safflower,2020,April,155.6
Sesamum,2020,April,191.6
Soya oil,2020,April,119.3
Soybean,2020,April,156.5
Sugarcane,2020,April,169.5
Sunflower,2020,April,109.8
Sunflower oil,2020,April,115.1
Tobacco,2020,April,113.6
Tomato,2020,April,146.7
Tur,2020,April,155.7
Urad,2020,April,180.6
Wheat,2020,April,161.2
Wheat Atta,2020,April,156.3
Bajra,2021,April,146.6
Barley,2021,April,150.0
Castorseed,2021,April,114.9
Cotton,2021,April,114.9
Cotton (Meal/Cake),2021,April,186.1
Cotton Oil,2021,April,170.6
Gram,2021,April,165.1
Groundnut,2021,April,167.7
Groundnut Oil,2021,April,168.4
Jowar,2021,April,150.5
Jute,2021,April,289.9
Lentil,2021,April,171.9
Linseed,2021,April,186.3
Maize,2021,April,139.9
Mesta,2021,April,189.7
Moong,2021,April,169.7
Nigerseed,2021,April,233.1
Onion,2021,April,164.1
Paddy,2021,April,162.0
Palm oil,2021,April,195.3
Peas,2021,April,217.7
Potato,2021,April,162.3
Ragi,2021,April,231.8
Rajma,2021,April,199.8
Rapeseed & Mustard,2021,April,181.1
Rapeseed & Mustard (Meal/Cake),2021,April,233.7
Rapeseed & Mustard Oil,2021,April,197.4
Rice,2021,April,152.0
Safflower,2021,April,177.0
Sesamum,2021,April,178.6
Soya oil,2021,April,173.0
Soybean,2021,April,244.6
Sugarcane,2021,April,196.3
Sunflower,2021,April,169.8
Sunflower oil,2021,April,172.4
Tobacco,2021,April,113.6
Tomato,2021,April,147.2
Tur,2021,April,177.4
Urad,2021,April,195.3
Wheat,2021,April,156.1
Wheat Atta,2021,April,145.6
Bajra,2022,April,205.4
Barley,2022,April,219.3
Castorseed,2022,April,137.1
Cotton,2022,April,209.8
Cotton (Meal/Cake),2022,April,213.0
Cotton Oil,2022,April,192.6
Gram,2022,April,164.8
Groundnut,2022,April,171.2
Groundnut Oil,2022,April,177.3
Jowar,2022,April,161.9
Jute,2022,April,291.4
Lentil,2022,April,202.8
Linseed,2022,April,254.8
Maize,2022,April,181.1
Mesta,2022,April,195.4
Moong,2022,April,167.7
Nigerseed,2022,April,239.8
Onion,2022,April,157.5
Paddy,2022,April,164.4
Palm oil,2022,April,227.4
Peas,2022,April,209.6
Potato,2022,April,194.5
Ragi,2022,April,233.4
Rajma,2022,April,246.3
Rapeseed & Mustard,2022,April,208.3
Rapeseed & Mustard (Meal/Cake),2022,April,238.1
Rapeseed & Mustard Oil,2022,April,218.1
Rice,2022,April,155.0
Safflower,2022,April,229.6
Sesamum,2022,April,187.2
Soya oil,2022,April,201.6
Soybean,2022,April,311.3
Sugarcane,2022,April,199.8
Sunflower,2022,April,198.9
Sunflower oil,2022,April,181.8
Tobacco,2022,April,113.6
Tomato,2022,April,204.0
Tur,2022,April,176.1
Urad,2022,April,176.3
Wheat,2022,April,173.3
Wheat Atta,2022,April,163.3
Bajra,2023,April,229.6
Barley,2023,April,202.8
Castorseed,2023,April,115.9
Cotton,2023,April,172.2
Cotton (Meal/Cake),2023,April,190.3
Cotton Oil,2023,April,133.7
Gram,2023,April,169.4
Groundnut,2023,April,197.8
Groundnut Oil,2023,April,174.4
Jowar,2023,April,208.0
Jute,2023,April,257.1
Lentil,2023,April,192.1
Linseed,2023,April,179.6
Maize,2023,April,189.8
Mesta,2023,April,156.9
Moong,2023,April,180.8
Nigerseed,2023,April,271.8
Onion,2023,April,128.2
Paddy,2023,April,176.2
Palm oil,2023,April,163.7
Peas,2023,April,195.5
Potato,2023,April,157.0
Ragi,2023,April,233.8
Rajma,2023,April,238.6
Rapeseed & Mustard,2023,April,171.7
Rapeseed & Mustard (Meal/Cake),2023,April,197.6
Rapeseed & Mustard Oil,2023,April,163.1
Rice,2023,April,172.6
Safflower,2023,April,181.4
Sesamum,2023,April,210.3
Soya oil,2023,April,147.6
Soybean,2023,April,228.2
Sugarcane,2023,April,210.1
Sunflower,2023,April,149.9
Sunflower oil,2023,April,134.7
Tobacco,2023,April,113.6
Tomato,2023,April,173.6
Tur,2023,April,207.1
Urad,2023,April,189.0
Wheat,2023,April,186.4
Wheat Atta,2023,April,177.2
Bajra,2024,April,238.0
Barley,2024,April,188.4
Castorseed,2024,April,108.6
Cotton,2024,April,155.4
Cotton (Meal/Cake),2024,April,185.0
Cotton Oil,2024,April,126.5
Gram,2024,April,195.8
Groundnut,2024,April,187.7
Groundnut Oil,2024,April,167.7
Jowar,2024,April,225.8
Jute,2024,April,232.4
Lentil,2024,April,186.3
Linseed,2024,April,177.6
Maize,2024,April,198.7
Mesta,2024,April,171.7
Moong,2024,April,209.6
Nigerseed,2024,April,295.3
Onion,2024,April,204.8
Paddy,2024,April,197.4
Palm oil,2024,April,156.5
Peas,2024,April,189.7
Potato,2024,April,270.0
Ragi,2024,April,294.5
Rajma,2024,April,230.6
Rapeseed & Mustard,2024,April,163.0
Rapeseed & Mustard (Meal/Cake),2024,April,202.6
Rapeseed & Mustard Oil,2024,April,153.8
Rice,2024,April,190.0
Safflower,2024,April,182.3
Sesamum,2024,April,233.6
Soya oil,2024,April,129.7
Soybean,2024,April,208.0
Sugarcane,2024,April,217.0
Sunflower,2024,April,123.6
Sunflower oil,2024,April,126.8
Tobacco,2024,April,113.6
Tomato,2024,April,244.0
Tur,2024,April,268.3
Urad,2024,April,223.4
Wheat,2024,April,197.0
Wheat Atta,2024,April,185.2
Bajra,2012,May,109.3
Barley,2012,May,118.0
Castorseed,2012,May,78.9
Cotton,2012,May,92.1
Cotton (Meal/Cake),2012,May,104.3
Cotton Oil,2012,May,106.0
Gram,2012,May,127.5
Groundnut,2012,May,114.0
Groundnut Oil,2012,May,121.9
Jowar,2012,May,98.2
Jute,2012,May,99.3
Lentil,2012,May,107.4
Linseed,2012,May,115.1
Maize,2012,May,105.5
Mesta,2012,May,96.9
Moong,2012,May,96.0
Nigerseed,2012,May,120.2
Onion,2012,May,72.0
Paddy,2012,May,104.2
Palm oil,2012,May,113.3
Peas,2012,May,123.1
Potato,2012,May,155.9
Ragi,2012,May,110.3
Rajma,2012,May,138.7
Rapeseed & Mustard,2012,May,118.4
Rapeseed & Mustard (Meal/Cake),2012,May,143.5
Rapeseed & Mustard Oil,2012,May,115.2
Rice,2012,May,104.9
Safflower,2012,May,110.9
Sesamum,2012,May,122.1
Soya oil,2012,May,109.0
Soybean,2012,May,139.6
Sugarcane,2012,May,100.0
Sunflower,2012,May,101.7
Sunflower oil,2012,May,102.0
Tobacco,2012,May,100.0
Tomato,2012,May,138.3
Tur,2012,May,99.7
Urad,2012,May,90.8
Wheat,2012,May,105.4
Wheat Atta,2012,May,100.2
Bajra,2013,May,137.6
Barley,2013,May,114.7
Castorseed,2013,May,79.3
Cotton,2013,May,100.2
Cotton (Meal/Cake),2013,May,127.7
Cotton Oil,2013,May,101.4
Gram,2013,May,117.0
Groundnut,2013,May,122.2
Groundnut Oil,2013,May,122.3
Jowar,2013,May,99.5
Jute,2013,May,122.7
Lentil,2013,May,127.1
Linseed,2013,May,125.9
Maize,2013,May,120.6
Mesta,2013,May,120.0
Moong,2013,May,118.9
Nigerseed,2013,May,119.6
Onion,2013,May,141.7
Paddy,2013,May,121.9
Palm oil,2013,May,95.3
Peas,2013,May,139.7
Potato,2013,May,168.5
Ragi,2013,May,172.9
Rajma,2013,May,166.7
Rapeseed & Mustard,2013,May,117.4
Rapeseed & Mustard (Meal/Cake),2013,May,147.9
Rapeseed & Mustard Oil,2013,May,103.8
Rice,2013,May,127.5
Safflower,2013,May,115.9
Sesamum,2013,May,155.2
Soya oil,2013,May,109.1
Soybean,2013,May,164.4
Sugarcane,2013,May,104.9
Sunflower,2013,May,111.8
Sunflower oil,2013,May,107.1
Tobacco,2013,May,104.0
Tomato,2013,May,162.9
Tur,2013,May,118.2
Urad,2013,May,96.3
Wheat,2013,May,118.9
Wheat Atta,2013,May,117.4
Bajra,2014,May,134.6
Barley,2014,May,120.7
Castorseed,2014,May,87.7
Cotton,2014,May,106.1
Cotton (Meal/Cake),2014,May,133.3
Cotton Oil,2014,May,104.8
Gram,2014,May,103.1
Groundnut,2014,May,103.9
Groundnut Oil,2014,May,91.5
Jowar,2014,May,112.8
Jute,2014,May,133.0
Lentil,2014,May,145.5
Linseed,2014,May,126.4
Maize,2014,May,118.3
Mesta,2014,May,122.5
Moong,2014,May,137.8
Nigerseed,2014,May,116.1
Onion,2014,May,139.5
Paddy,2014,May,136.0
Palm oil,2014,May,109.4
Peas,2014,May,135.6
Potato,2014,May,224.0
Ragi,2014,May,159.2
Rajma,2014,May,172.6
Rapeseed & Mustard,2014,May,115.9
Rapeseed & Mustard (Meal/Cake),2014,May,155.6
Rapeseed & Mustard Oil,2014,May,106.7
Rice,2014,May,130.8
Safflower,2014,May,124.5
Sesamum,2014,May,140.8
Soya oil,2014,May,106.6
Soybean,2014,May,188.5
Sugarcane,2014,May,124.3
Sunflower,2014,May,108.8
Sunflower oil,2014,May,97.4
Tobacco,2014,May,117.1
Tomato,2014,May,101.1
Tur,2014,May,121.0
Urad,2014,May,115.1
Wheat,2014,May,120.9
Wheat Atta,2014,May,124.3
Bajra,2015,May,126.7
Barley,2015,May,122.7
Castorseed,2015,May,92.7
Cotton,2015,May,93.0
Cotton (Meal/Cake),2015,May,142.7
Cotton Oil,2015,May,97.8
Gram,2015,May,126.4
Groundnut,2015,May,127.3
Groundnut Oil,2015,May,107.0
Jowar,2015,May,117.4
Jute,2015,May,142.0
Lentil,2015,May,177.0
Linseed,2015,May,129.1
Maize,2015,May,118.9
Mesta,2015,May,136.8
Moong,2015,May,155.7
Nigerseed,2015,May,154.5
Onion,2015,May,179.9
Paddy,2015,May,134.2
Palm oil,2015,May,95.1
Peas,2015,May,136.9
Potato,2015,May,105.5
Ragi,2015,May,159.5
Rajma,2015,May,156.7
Rapeseed & Mustard,2015,May,138.6
Rapeseed & Mustard (Meal/Cake),2015,May,183.8
Rapeseed & Mustard Oil,2015,May,117.6
Rice,2015,May,126.4
Safflower,2015,May,110.1
Sesamum,2015,May,112.9
Soya oil,2015,May,98.0
Soybean,2015,May,166.2
Sugarcane,2015,May,150.3
Sunflower,2015,May,110.2
Sunflower oil,2015,May,99.1
Tobacco,2015,May,113.6
Tomato,2015,May,168.7
Tur,2015,May,157.3
Urad,2015,May,149.7
Wheat,2015,May,124.1
Wheat Atta,2015,May,126.2
Bajra,2016,May,162.6
Barley,2016,May,148.7
Castorseed,2016,May,78.4
Cotton,2016,May,93.5
Cotton (Meal/Cake),2016,May,172.0
Cotton Oil,2016,May,96.1
Gram,2016,May,172.8
Groundnut,2016,May,143.4
Groundnut Oil,2016,May,121.3
Jowar,2016,May,118.7
Jute,2016,May,231.5
Lentil,2016,May,190.2
Linseed,2016,May,155.2
Maize,2016,May,135.2
Mesta,2016,May,172.3
Moong,2016,May,161.9
Nigerseed,2016,May,215.9
Onion,2016,May,117.4
Paddy,2016,May,139.1
Palm oil,2016,May,101.4
Peas,2016,May,146.3
Potato,2016,May,194.1
Ragi,2016,May,177.0
Rajma,2016,May,158.3
Rapeseed & Mustard,2016,May,147.4
Rapeseed & Mustard (Meal/Cake),2016,May,236.2
Rapeseed & Mustard Oil,2016,May,120.4
Rice,2016,May,136.8
Safflower,2016,May,115.5
Sesamum,2016,May,119.6
Soya oil,2016,May,102.0
Soybean,2016,May,162.4
Sugarcane,2016,May,159.7
Sunflower,2016,May,114.3
Sunflower oil,2016,May,104.7
Tobacco,2016,May,113.6
Tomato,2016,May,179.0
Tur,2016,May,216.8
Urad,2016,May,231.0
Wheat,2016,May,134.5
Wheat Atta,2016,May,131.7
Bajra,2017,May,153.2
Barley,2017,May,137.7
Castorseed,2017,May,105.6
Cotton,2017,May,109.4
Cotton (Meal/Cake),2017,May,157.7
Cotton Oil,2017,May,96.7
Gram,2017,May,179.3
Groundnut,2017,May,136.2
Groundnut Oil,2017,May,117.5
Jowar,2017,May,130.5
Jute,2017,May,163.5
Lentil,2017,May,148.5
Linseed,2017,May,161.0
Maize,2017,May,134.2
Mesta,2017,May,128.1
Moong,2017,May,120.1
Nigerseed,2017,May,204.7
Onion,2017,May,102.3
Paddy,2017,May,148.0
Palm oil,2017,May,104.4
Peas,2017,May,136.1
Potato,2017,May,109.0
Ragi,2017,May,245.0
Rajma,2017,May,160.0
Rapeseed & Mustard,2017,May,130.7
Rapeseed & Mustard (Meal/Cake),2017,May,193.9
Rapeseed & Mustard Oil,2017,May,117.9
Rice,2017,May,148.3
Safflower,2017,May,127.8
Sesamum,2017,May,116.3
Soya oil,2017,May,102.6
Soybean,2017,May,123.4
Sugarcane,2017,May,167.6
Sunflower,2017,May,102.6
Sunflower oil,2017,May,101.8
Tobacco,2017,May,113.6
Tomato,2017,May,98.6
Tur,2017,May,121.6
Urad,2017,May,145.7
Wheat,2017,May,137.5
Wheat Atta,2017,May,138.8
Bajra,2018,May,128.1
Barley,2018,May,139.8
Castorseed,2018,May,95.2
Cotton,2018,May,105.0
Cotton (Meal/Cake),2018,May,133.8
Cotton Oil,2018,May,110.2
Gram,2018,May,124.3
Groundnut,2018,May,107.5
Groundnut Oil,2018,May,103.8
Jowar,2018,May,117.0
Jute,2018,May,166.3
Lentil,2018,May,120.7
Linseed,2018,May,138.8
Maize,2018,May,117.6
Mesta,2018,May,118.3
Moong,2018,May,113.0
Nigerseed,2018,May,153.7
Onion,2018,May,115.8
Paddy,2018,May,154.2
Palm oil,2018,May,123.3
Peas,2018,May,149.9
Potato,2018,May,205.5
Ragi,2018,May,211.2
Rajma,2018,May,132.5
Rapeseed & Mustard,2018,May,136.9
Rapeseed & Mustard (Meal/Cake),2018,May,186.0
Rapeseed & Mustard Oil,2018,May,120.7
Rice,2018,May,150.9
Safflower,2018,May,134.6
Sesamum,2018,May,126.8
Soya oil,2018,May,112.6
Soybean,2018,May,155.9
Sugarcane,2018,May,169.5
Sunflower,2018,May,98.9
Sunflower oil,2018,May,108.3
Tobacco,2018,May,113.6
Tomato,2018,May,104.6
Tur,2018,May,115.9
Urad,2018,May,108.4
Wheat,2018,May,141.7
Wheat Atta,2018,May,139.2
Bajra,2019,May,194.7
Barley,2019,May,160.9
Castorseed,2019,May,129.9
Cotton,2019,May,125.2
Cotton (Meal/Cake),2019,May,173.9
Cotton Oil,2019,May,109.1
Gram,2019,May,146.2
Groundnut,2019,May,134.5
Groundnut Oil,2019,May,119.7
Jowar,2019,May,151.1
Jute,2019,May,199.8
Lentil,2019,May,134.9
Linseed,2019,May,157.3
Maize,2019,May,171.3
Mesta,2019,May,132.3
Moong,2019,May,130.9
Nigerseed,2019,May,173.1
Onion,2019,May,134.2
Paddy,2019,May,157.6
Palm oil,2019,May,107.9
Peas,2019,May,185.1
Potato,2019,May,157.9
Ragi,2019,May,223.1
Rajma,2019,May,132.2
Rapeseed & Mustard,2019,May,139.2
Rapeseed & Mustard (Meal/Cake),2019,May,186.4
Rapeseed & Mustard Oil,2019,May,121.2
Rice,2019,May,151.8
Safflower,2019,May,178.1
Sesamum,2019,May,165.6
Soya oil,2019,May,111.4
Soybean,2019,May,159.1
Sugarcane,2019,May,169.5
Sunflower,2019,May,121.9
Sunflower oil,2019,May,108.5
Tobacco,2019,May,113.6
Tomato,2019,May,287.2
Tur,2019,May,143.7
Urad,2019,May,128.5
Wheat,2019,May,150.7
Wheat Atta,2019,May,150.5
Bajra,2020,May,185.0
Barley,2020,May,166.3
Castorseed,2020,May,95.4
Cotton,2020,May,104.4
Cotton (Meal/Cake),2020,May,155.1
Cotton Oil,2020,May,116.2
Gram,2020,May,144.8
Groundnut,2020,May,157.7
Groundnut Oil,2020,May,137.9
Jowar,2020,May,164.7
Jute,2020,May,210.9
Lentil,2020,May,150.8
Linseed,2020,May,169.4
Maize,2020,May,152.0
Mesta,2020,May,136.6
Moong,2020,May,179.7
Nigerseed,2020,May,160.4
Onion,2020,May,142.0
Paddy,2020,May,163.1
Palm oil,2020,May,125.5
Peas,2020,May,194.9
Potato,2020,May,240.9
Ragi,2020,May,229.6
Rajma,2020,May,142.9
Rapeseed & Mustard,2020,May,148.6
Rapeseed & Mustard (Meal/Cake),2020,May,181.8
Rapeseed & Mustard Oil,2020,May,138.9
Rice,2020,May,157.6
Safflower,2020,May,157.2
Sesamum,2020,May,193.8
Soya oil,2020,May,116.4
Soybean,2020,May,164.1
Sugarcane,2020,May,169.5
Sunflower,2020,May,107.6
Sunflower oil,2020,May,116.3
Tobacco,2020,May,113.6
Tomato,2020,May,125.8
Tur,2020,May,157.0
Urad,2020,May,187.7
Wheat,2020,May,161.5
Wheat Atta,2020,May,152.3
Bajra,2021,May,149.1
Barley,2021,May,154.6
Castorseed,2021,May,116.9
Cotton,2021,May,116.6
Cotton (Meal/Cake),2021,May,193.2
Cotton Oil,2021,May,174.6
Gram,2021,May,171.5
Groundnut,2021,May,163.4
Groundnut Oil,2021,May,167.7
Jowar,2021,May,148.8
Jute,2021,May,298.6
Lentil,2021,May,176.1
Linseed,2021,May,195.2
Maize,2021,May,141.5
Mesta,2021,May,188.9
Moong,2021,May,169.6
Nigerseed,2021,May,247.1
Onion,2021,May,175.0
Paddy,2021,May,162.2
Palm oil,2021,May,204.8
Peas,2021,May,219.0
Potato,2021,May,178.0
Ragi,2021,May,233.7
Rajma,2021,May,200.0
Rapeseed & Mustard,2021,May,196.0
Rapeseed & Mustard (Meal/Cake),2021,May,238.7
Rapeseed & Mustard Oil,2021,May,208.5
Rice,2021,May,152.1
Safflower,2021,May,179.8
Sesamum,2021,May,175.9
Soya oil,2021,May,183.5
Soybean,2021,May,276.5
Sugarcane,2021,May,196.3
Sunflower,2021,May,176.4
Sunflower oil,2021,May,175.0
Tobacco,2021,May,113.6
Tomato,2021,May,132.2
Tur,2021,May,179.7
Urad,2021,May,196.2
Wheat,2021,May,157.4
Wheat Atta,2021,May,144.7
Bajra,2022,May,209.3
Barley,2022,May,233.4
Castorseed,2022,May,139.7
Cotton,2022,May,235.1
Cotton (Meal/Cake),2022,May,205.2
Cotton Oil,2022,May,195.4
Gram,2022,May,162.0
Groundnut,2022,May,174.3
Groundnut Oil,2022,May,176.1
Jowar,2022,May,162.7
Jute,2022,May,289.0
Lentil,2022,May,202.5
Linseed,2022,May,254.2
Maize,2022,May,182.3
Mesta,2022,May,205.1
Moong,2022,May,166.3
Nigerseed,2022,May,235.4
Onion,2022,May,139.3
Paddy,2022,May,165.1
Palm oil,2022,May,233.2
Peas,2022,May,223.5
Potato,2022,May,232.0
Ragi,2022,May,231.1
Rajma,2022,May,246.8
Rapeseed & Mustard,2022,May,210.8
Rapeseed & Mustard (Meal/Cake),2022,May,204.6
Rapeseed & Mustard Oil,2022,May,216.1
Rice,2022,May,156.0
Safflower,2022,May,212.3
Sesamum,2022,May,189.1
Soya oil,2022,May,206.3
Soybean,2022,May,297.7
Sugarcane,2022,May,199.8
Sunflower,2022,May,190.2
Sunflower oil,2022,May,184.1
Tobacco,2022,May,113.6
Tomato,2022,May,421.9
Tur,2022,May,175.7
Urad,2022,May,174.3
Wheat,2022,May,174.1
Wheat Atta,2022,May,164.2
Bajra,2023,May,229.4
Barley,2023,May,187.8
Castorseed,2023,May,110.8
Cotton,2023,May,165.9
Cotton (Meal/Cake),2023,May,187.7
Cotton Oil,2023,May,123.8
Gram,2023,May,167.0
Groundnut,2023,May,196.8
Groundnut Oil,2023,May,172.4
Jowar,2023,May,209.2
Jute,2023,May,254.9
Lentil,2023,May,188.1
Linseed,2023,May,175.4
Maize,2023,May,184.5
Mesta,2023,May,155.4
Moong,2023,May,178.6
Nigerseed,2023,May,276.0
Onion,2023,May,129.2
Paddy,2023,May,177.2
Palm oil,2023,May,159.8
Peas,2023,May,199.5
Potato,2023,May,190.0
Ragi,2023,May,237.0
Rajma,2023,May,238.2
Rapeseed & Mustard,2023,May,167.5
Rapeseed & Mustard (Meal/Cake),2023,May,197.6
Rapeseed & Mustard Oil,2023,May,152.4
Rice,2023,May,172.5
Safflower,2023,May,175.6
Sesamum,2023,May,208.4
Soya oil,2023,May,137.0
Soybean,2023,May,224.8
Sugarcane,2023,May,210.1
Sunflower,2023,May,141.8
Sunflower oil,2023,May,128.5
Tobacco,2023,May,113.6
Tomato,2023,May,159.8
Tur,2023,May,211.6
Urad,2023,May,185.3
Wheat,2023,May,184.9
Wheat Atta,2023,May,176.2
Bajra,2024,May,240.4
Barley,2024,May,191.3
Castorseed,2024,May,106.8
Cotton,2024,May,149.9
Cotton (Meal/Cake),2024,May,188.3
Cotton Oil,2024,May,127.4
Gram,2024,May,202.0
Groundnut,2024,May,189.9
Groundnut Oil,2024,May,167.9
Jowar,2024,May,221.3
Jute,2024,May,235.7
Lentil,2024,May,185.8
Linseed,2024,May,181.2
Maize,2024,May,200.9
Mesta,2024,May,170.8
Moong,2024,May,210.3
Nigerseed,2024,May,290.3
Onion,2024,May,204.2
Paddy,2024,May,198.1
Palm oil,2024,May,155.7
Peas,2024,May,208.5
Potato,2024,May,311.7
Ragi,2024,May,300.4
Rajma,2024,May,231.8
Rapeseed & Mustard,2024,May,164.3
Rapeseed & Mustard (Meal/Cake),2024,May,210.4
Rapeseed & Mustard Oil,2024,May,159.1
Rice,2024,May,192.2
Safflower,2024,May,169.9
Sesamum,2024,May,232.3
Soya oil,2024,May,129.4
Soybean,2024,May,205.6
Sugarcane,2024,May,217.0
Sunflower,2024,May,120.4
Sunflower oil,2024,May,127.6
Tobacco,2024,May,113.6
Tomato,2024,May,262.8
Tur,2024,May,291.6
Urad,2024,May,227.8
Wheat,2024,May,196.0
Wheat Atta,2024,May,185.4
Bajra,2012,June,107.0
Barley,2012,June,111.2
Castorseed,2012,June,79.7
Cotton,2012,June,92.7
Cotton (Meal/Cake),2012,June,105.8
Cotton Oil,2012,June,106.3
Gram,2012,June,130.7
Groundnut,2012,June,113.9
Groundnut Oil,2012,June,121.1
Jowar,2012,June,97.0
Jute,2012,June,104.0
Lentil,2012,June,109.7
Linseed,2012,June,114.8
Maize,2012,June,107.2
Mesta,2012,June,97.9
Moong,2012,June,96.6
Nigerseed,2012,June,124.4
Onion,2012,June,80.1
Paddy,2012,June,107.0
Palm oil,2012,June,112.4
Peas,2012,June,134.3
Potato,2012,June,186.5
Ragi,2012,June,108.9
Rajma,2012,June,146.9
Rapeseed & Mustard,2012,June,119.3
Rapeseed & Mustard (Meal/Cake),2012,June,145.1
Rapeseed & Mustard Oil,2012,June,115.1
Rice,2012,June,107.9
Safflower,2012,June,112.7
Sesamum,2012,June,120.4
Soya oil,2012,June,107.1
Soybean,2012,June,144.8
Sugarcane,2012,June,103.9
Sunflower,2012,June,104.8
Sunflower oil,2012,June,101.0
Tobacco,2012,June,100.0
Tomato,2012,June,144.8
Tur,2012,June,101.6
Urad,2012,June,92.1
Wheat,2012,June,104.4
Wheat Atta,2012,June,101.7
Bajra,2013,June,136.9
Barley,2013,June,115.8
Castorseed,2013,June,80.1
Cotton,2013,June,105.7
Cotton (Meal/Cake),2013,June,130.6
Cotton Oil,2013,June,102.6
Gram,2013,June,113.6
Groundnut,2013,June,115.8
Groundnut Oil,2013,June,116.4
Jowar,2013,June,97.7
Jute,2013,June,119.3
Lentil,2013,June,130.6
Linseed,2013,June,125.6
Maize,2013,June,126.1
Mesta,2013,June,117.4
Moong,2013,June,119.0
Nigerseed,2013,June,117.4
Onion,2013,June,190.8
Paddy,2013,June,124.9
Palm oil,2013,June,97.2
Peas,2013,June,153.1
Potato,2013,June,176.9
Ragi,2013,June,170.4
Rajma,2013,June,167.2
Rapeseed & Mustard,2013,June,117.4
Rapeseed & Mustard (Meal/Cake),2013,June,146.5
Rapeseed & Mustard Oil,2013,June,103.7
Rice,2013,June,128.5
Safflower,2013,June,118.9
Sesamum,2013,June,155.0
Soya oil,2013,June,107.5
Soybean,2013,June,156.7
Sugarcane,2013,June,104.9
Sunflower,2013,June,118.0
Sunflower oil,2013,June,110.5
Tobacco,2013,June,105.8
Tomato,2013,June,186.1
Tur,2013,June,117.7
Urad,2013,June,95.2
Wheat,2013,June,121.9
Wheat Atta,2013,June,123.8
Bajra,2014,June,132.5
Barley,2014,June,118.2
Castorseed,2014,June,93.0
Cotton,2014,June,108.2
Cotton (Meal/Cake),2014,June,134.5
Cotton Oil,2014,June,103.7
Gram,2014,June,99.6
Groundnut,2014,June,102.5
Groundnut Oil,2014,June,90.5
Jowar,2014,June,113.9
Jute,2014,June,134.1
Lentil,2014,June,146.2
Linseed,2014,June,125.2
Maize,2014,June,119.8
Mesta,2014,June,122.9
Moong,2014,June,136.8
Nigerseed,2014,June,119.2
Onion,2014,June,185.0
Paddy,2014,June,137.2
Palm oil,2014,June,105.8
Peas,2014,June,139.8
Potato,2014,June,248.5
Ragi,2014,June,157.6
Rajma,2014,June,172.5
Rapeseed & Mustard,2014,June,117.7
Rapeseed & Mustard (Meal/Cake),2014,June,151.9
Rapeseed & Mustard Oil,2014,June,105.9
Rice,2014,June,129.5
Safflower,2014,June,93.2
Sesamum,2014,June,138.7
Soya oil,2014,June,105.1
Soybean,2014,June,175.5
Sugarcane,2014,June,124.3
Sunflower,2014,June,111.1
Sunflower oil,2014,June,96.9
Tobacco,2014,June,112.2
Tomato,2014,June,108.3
Tur,2014,June,120.1
Urad,2014,June,116.5
Wheat,2014,June,120.4
Wheat Atta,2014,June,125.4
Bajra,2015,June,125.2
Barley,2015,June,120.7
Castorseed,2015,June,94.4
Cotton,2015,June,91.8
Cotton (Meal/Cake),2015,June,144.6
Cotton Oil,2015,June,98.7
Gram,2015,June,135.0
Groundnut,2015,June,135.7
Groundnut Oil,2015,June,109.8
Jowar,2015,June,115.7
Jute,2015,June,159.7
Lentil,2015,June,186.3
Linseed,2015,June,129.7
Maize,2015,June,118.3
Mesta,2015,June,138.2
Moong,2015,June,170.2
Nigerseed,2015,June,192.6
Onion,2015,June,204.2
Paddy,2015,June,133.6
Palm oil,2015,June,95.2
Peas,2015,June,150.0
Potato,2015,June,118.4
Ragi,2015,June,158.7
Rajma,2015,June,157.0
Rapeseed & Mustard,2015,June,143.0
Rapeseed & Mustard (Meal/Cake),2015,June,181.7
Rapeseed & Mustard Oil,2015,June,123.5
Rice,2015,June,127.4
Safflower,2015,June,108.1
Sesamum,2015,June,116.1
Soya oil,2015,June,97.0
Soybean,2015,June,155.6
Sugarcane,2015,June,150.3
Sunflower,2015,June,109.4
Sunflower oil,2015,June,99.6
Tobacco,2015,June,113.6
Tomato,2015,June,196.0
Tur,2015,June,173.7
Urad,2015,June,160.4
Wheat,2015,June,122.3
Wheat Atta,2015,June,125.7
Bajra,2016,June,158.7
Barley,2016,June,151.8
Castorseed,2016,June,78.4
Cotton,2016,June,104.5
Cotton (Meal/Cake),2016,June,173.8
Cotton Oil,2016,June,97.4
Gram,2016,June,188.5
Groundnut,2016,June,146.1
Groundnut Oil,2016,June,123.0
Jowar,2016,June,120.9
Jute,2016,June,251.0
Lentil,2016,June,191.0
Linseed,2016,June,166.1
Maize,2016,June,136.6
Mesta,2016,June,170.7
Moong,2016,June,155.4
Nigerseed,2016,June,210.6
Onion,2016,June,123.5
Paddy,2016,June,142.2
Palm oil,2016,June,101.1
Peas,2016,June,158.2
Potato,2016,June,214.3
Ragi,2016,June,169.3
Rajma,2016,June,158.4
Rapeseed & Mustard,2016,June,150.8
Rapeseed & Mustard (Meal/Cake),2016,June,240.8
Rapeseed & Mustard Oil,2016,June,120.4
Rice,2016,June,140.2
Safflower,2016,June,111.8
Sesamum,2016,June,117.2
Soya oil,2016,June,101.8
Soybean,2016,June,165.1
