Crop,Year,Month,Price
Cotton (Meal/Cake),2013,August,134.5
Cotton Oil,2013,August,103.1
Gram,2013,August,107.9
Groundnut,2013,August,106.2
Groundnut Oil,2013,August,105.2
Jowar,2013,August,94.5
Jute,2013,August,113.5
Lentil,2013,August,132.2
Linseed,2013,August,126.5
Maize,2013,August,126.5
Mesta,2013,August,117.4
Moong,2013,August,113.9
Nigerseed,2013,August,116.5
Onion,2013,August,441.3
Paddy,2013,August,132.0
Palm oil,2013,August,102.8
Peas,2013,August,147.4
Potato,2013,August,170.8
Ragi,2013,August,174.5
Rajma,2013,August,174.9
Rapeseed & Mustard,2013,August,116.9
Rapeseed & Mustard (Meal/Cake),2013,August,143.2
Rapeseed & Mustard Oil,2013,August,102.4
Rice,2013,August,128.9
Safflower,2013,August,114.6
Sesamum,2013,August,157.2
Soya oil,2013,August,107.4
Soybean,2013,August,148.0
Sugarcane,2013,August,104.9
Sunflower,2013,August,121.9
Sunflower oil,2013,August,110.2
Tobacco,2013,August,104.0
Tomato,2013,August,184.8
Tur,2013,August,116.7
Urad,2013,August,96.3
Wheat,2013,August,123.1
Wheat Atta,2013,August,125.2
Bajra,2014,August,133.2
Barley,2014,August,124.2
Castorseed,2014,August,96.7
Cotton,2014,August,104.8
Cotton (Meal/Cake),2014,August,141.9
Cotton Oil,2014,August,104.6
Gram,2014,August,100.4
Groundnut,2014,August,106.3
Groundnut Oil,2014,August,93.2
Jowar,2014,August,116.1
Jute,2014,August,123.7
Lentil,2014,August,150.2
Linseed,2014,August,126.4
Maize,2014,August,121.7
Mesta,2014,August,123.4
Moong,2014,August,142.2
Nigerseed,2014,August,123.8
Onion,2014,August,232.0
Paddy,2014,August,140.5
Palm oil,2014,August,103.2
Peas,2014,August,147.2
Potato,2014,August,289.9
Ragi,2014,August,163.7
Rajma,2014,August,166.9
Rapeseed & Mustard,2014,August,121.0
Rapeseed & Mustard (Meal/Cake),2014,August,146.2
Rapeseed & Mustard Oil,2014,August,106.7
Rice,2014,August,133.8
Safflower,2014,August,94.1
Sesamum,2014,August,141.9
Soya oil,2014,August,103.9
Soybean,2014,August,162.4
Sugarcane,2014,August,124.3
Sunflower,2014,August,110.4
Sunflower oil,2014,August,95.3
Tobacco,2014,August,112.9
Tomato,2014,August,325.1
Tur,2014,August,126.8
Urad,2014,August,127.0
Wheat,2014,August,122.5
Wheat Atta,2014,August,126.9
Bajra,2015,August,127.4
Barley,2015,August,122.6
Castorseed,2015,August,94.9
Cotton,2015,August,90.8
Cotton (Meal/Cake),2015,August,148.9
Cotton Oil,2015,August,98.9
Gram,2015,August,142.3
Groundnut,2015,August,134.8
Groundnut Oil,2015,August,112.9
Jowar,2015,August,108.4
Jute,2015,August,160.1
Lentil,2015,August,195.6
Linseed,2015,August,129.5
Maize,2015,August,120.4
Mesta,2015,August,139.9
Moong,2015,August,164.8
Nigerseed,2015,August,227.6
Onion,2015,August,440.2
Paddy,2015,August,133.9
Palm oil,2015,August,92.2
Peas,2015,August,139.7
Potato,2015,August,132.0
Ragi,2015,August,159.1
Rajma,2015,August,155.0
Rapeseed & Mustard,2015,August,145.1
Rapeseed & Mustard (Meal/Cake),2015,August,222.6
Rapeseed & Mustard Oil,2015,August,124.7
Rice,2015,August,128.0
Safflower,2015,August,107.4
Sesamum,2015,August,114.6
Soya oil,2015,August,95.9
Soybean,2015,August,139.2
Sugarcane,2015,August,150.3
Sunflower,2015,August,112.6
Sunflower oil,2015,August,98.5
Tobacco,2015,August,113.6
Tomato,2015,August,149.3
Tur,2015,August,185.5
Urad,2015,August,167.7
Wheat,2015,August,126.1
Wheat Atta,2015,August,125.1
Bajra,2016,August,159.3
Barley,2016,August,155.5
Castorseed,2016,August,83.7
Cotton,2016,August,115.6
Cotton (Meal/Cake),2016,August,178.8
Cotton Oil,2016,August,102.2
Gram,2016,August,225.7
Groundnut,2016,August,145.5
Groundnut Oil,2016,August,127.0
Jowar,2016,August,121.4
Jute,2016,August,196.8
Lentil,2016,August,185.6
Linseed,2016,August,174.8
Maize,2016,August,139.3
Mesta,2016,August,159.3
Moong,2016,August,143.5
Nigerseed,2016,August,208.0
Onion,2016,August,117.0
Paddy,2016,August,144.6
Palm oil,2016,August,102.8
Peas,2016,August,147.4
Potato,2016,August,235.5
Ragi,2016,August,167.1
Rajma,2016,August,153.9
Rapeseed & Mustard,2016,August,155.9
Rapeseed & Mustard (Meal/Cake),2016,August,246.3
Rapeseed & Mustard Oil,2016,August,128.4
Rice,2016,August,143.3
Safflower,2016,August,112.0
Sesamum,2016,August,123.7
Soya oil,2016,August,102.7
Soybean,2016,August,156.3
Sugarcane,2016,August,159.7
Sunflower,2016,August,112.0
Sunflower oil,2016,August,103.6
Tobacco,2016,August,113.6
Tomato,2016,August,114.9
Tur,2016,August,195.0
Urad,2016,August,229.3
Wheat,2016,August,139.1
Wheat Atta,2016,August,139.4
Bajra,2017,August,143.8
Barley,2017,August,139.1
Castorseed,2017,August,105.4
Cotton,2017,August,110.1
Cotton (Meal/Cake),2017,August,147.5
Cotton Oil,2017,August,102.1
Gram,2017,August,176.7
Groundnut,2017,August,124.3
Groundnut Oil,2017,August,107.4
Jowar,2017,August,124.5
Jute,2017,August,154.6
Lentil,2017,August,136.0
Linseed,2017,August,155.9
Maize,2017,August,127.7
Mesta,2017,August,129.1
Moong,2017,August,112.6
Nigerseed,2017,August,205.4
Onion,2017,August,220.5
Paddy,2017,August,148.5
Palm oil,2017,August,103.6
Peas,2017,August,141.4
Potato,2017,August,132.0
Ragi,2017,August,261.9
Rajma,2017,August,157.3
Rapeseed & Mustard,2017,August,133.3
Rapeseed & Mustard (Meal/Cake),2017,August,172.1
Rapeseed & Mustard Oil,2017,August,115.6
Rice,2017,August,152.4
Safflower,2017,August,139.3
Sesamum,2017,August,115.9
Soya oil,2017,August,103.6
Soybean,2017,August,122.8
Sugarcane,2017,August,167.6
Sunflower,2017,August,94.5
Sunflower oil,2017,August,101.9
Tobacco,2017,August,113.6
Tomato,2017,August,413.3
Tur,2017,August,115.4
Urad,2017,August,127.2
Wheat,2017,August,137.1
Wheat Atta,2017,August,138.6
Bajra,2018,August,138.2
Barley,2018,August,145.0
Castorseed,2018,August,106.8
Cotton,2018,August,122.6
Cotton (Meal/Cake),2018,August,155.0
Cotton Oil,2018,August,113.8
Gram,2018,August,135.7
Groundnut,2018,August,119.9
Groundnut Oil,2018,August,110.4
Jowar,2018,August,121.9
Jute,2018,August,172.7
Lentil,2018,August,121.0
Linseed,2018,August,145.6
Maize,2018,August,123.2
Mesta,2018,August,124.0
Moong,2018,August,118.9
Nigerseed,2018,August,130.9
Onion,2018,August,163.3
Paddy,2018,August,155.6
Palm oil,2018,August,118.0
Peas,2018,August,158.4
Potato,2018,August,226.0
Ragi,2018,August,216.2
Rajma,2018,August,133.2
Rapeseed & Mustard,2018,August,143.8
Rapeseed & Mustard (Meal/Cake),2018,August,184.7
Rapeseed & Mustard Oil,2018,August,126.6
Rice,2018,August,149.4
Safflower,2018,August,136.0
Sesamum,2018,August,133.9
Soya oil,2018,August,111.7
Soybean,2018,August,147.1
Sugarcane,2018,August,169.5
Sunflower,2018,August,105.9
Sunflower oil,2018,August,110.6
Tobacco,2018,August,113.6
Tomato,2018,August,190.4
Tur,2018,August,110.8
Urad,2018,August,109.8
Wheat,2018,August,148.6
Wheat Atta,2018,August,148.4
Bajra,2019,August,200.4
Barley,2019,August,173.4
Castorseed,2019,August,128.1
Cotton,2019,August,120.7
Cotton (Meal/Cake),2019,August,183.5
Cotton Oil,2019,August,112.9
Gram,2019,August,145.1
Groundnut,2019,August,149.6
Groundnut Oil,2019,August,120.0
Jowar,2019,August,163.6
Jute,2019,August,191.0
Lentil,2019,August,137.3
Linseed,2019,August,159.9
Maize,2019,August,184.8
Mesta,2019,August,132.9
Moong,2019,August,137.2
Nigerseed,2019,August,163.8
Onion,2019,August,217.2
Paddy,2019,August,160.8
Palm oil,2019,August,106.9
Peas,2019,August,194.9
Potato,2019,August,175.7
Ragi,2019,August,228.9
Rajma,2019,August,134.3
Rapeseed & Mustard,2019,August,143.2
Rapeseed & Mustard (Meal/Cake),2019,August,190.4
Rapeseed & Mustard Oil,2019,August,122.6
Rice,2019,August,154.8
Safflower,2019,August,187.2
Sesamum,2019,August,169.0
Soya oil,2019,August,111.2
Soybean,2019,August,157.8
Sugarcane,2019,August,169.5
Sunflower,2019,August,121.5
Sunflower oil,2019,August,112.4
Tobacco,2019,August,113.6
Tomato,2019,August,299.3
Tur,2019,August,153.0
Urad,2019,August,131.8
Wheat,2019,August,156.5
Wheat Atta,2019,August,155.3
Bajra,2020,August,161.1
Barley,2020,August,150.3
Castorseed,2020,August,100.6
Cotton,2020,August,92.0
Cotton (Meal/Cake),2020,August,158.8
Cotton Oil,2020,August,122.2
Gram,2020,August,144.8
Groundnut,2020,August,154.2
Groundnut Oil,2020,August,137.2
Jowar,2020,August,154.3
Jute,2020,August,213.9
Lentil,2020,August,158.0
Linseed,2020,August,162.6
Maize,2020,August,146.9
Mesta,2020,August,133.3
Moong,2020,August,170.4
Nigerseed,2020,August,187.9
Onion,2020,August,142.4
Paddy,2020,August,165.4
Palm oil,2020,August,136.6
Peas,2020,August,202.4
Potato,2020,August,322.3
Ragi,2020,August,231.9
Rajma,2020,August,145.5
Rapeseed & Mustard,2020,August,159.3
Rapeseed & Mustard (Meal/Cake),2020,August,189.5
Rapeseed & Mustard Oil,2020,August,152.2
Rice,2020,August,156.9
Safflower,2020,August,162.7
Sesamum,2020,August,188.6
Soya oil,2020,August,120.6
Soybean,2020,August,163.5
Sugarcane,2020,August,189.4
Sunflower,2020,August,120.1
Sunflower oil,2020,August,121.6
Tobacco,2020,August,113.6
Tomato,2020,August,345.3
Tur,2020,August,160.9
Urad,2020,August,180.9
Wheat,2020,August,154.2
Wheat Atta,2020,August,147.9
Bajra,2021,August,161.1
Barley,2021,August,160.0
Castorseed,2021,August,120.3
Cotton,2021,August,134.0
Cotton (Meal/Cake),2021,August,208.9
Cotton Oil,2021,August,176.9
Gram,2021,August,167.6
Groundnut,2021,August,161.9
Groundnut Oil,2021,August,160.8
Jowar,2021,August,140.3
Jute,2021,August,262.4
Lentil,2021,August,184.0
Linseed,2021,August,189.0
Maize,2021,August,153.6
Mesta,2021,August,181.2
Moong,2021,August,162.5
Nigerseed,2021,August,241.8
Onion,2021,August,231.8
Paddy,2021,August,161.8
Palm oil,2021,August,197.0
Peas,2021,August,217.6
Potato,2021,August,201.8
Ragi,2021,August,230.1
Rajma,2021,August,217.4
Rapeseed & Mustard,2021,August,210.9
Rapeseed & Mustard (Meal/Cake),2021,August,246.9
Rapeseed & Mustard Oil,2021,August,222.6
Rice,2021,August,151.5
Safflower,2021,August,188.4
Sesamum,2021,August,182.1
Soya oil,2021,August,182.9
Soybean,2021,August,358.4
Sugarcane,2021,August,196.3
Sunflower,2021,August,184.1
Sunflower oil,2021,August,160.5
Tobacco,2021,August,113.6
Tomato,2021,August,235.7
Tur,2021,August,177.4
Urad,2021,August,179.9
Wheat,2021,August,153.9
Wheat Atta,2021,August,146.9
Bajra,2022,August,214.3
Barley,2022,August,234.0
Castorseed,2022,August,139.0
Cotton,2022,August,219.6
Cotton (Meal/Cake),2022,August,197.7
Cotton Oil,2022,August,182.2
Gram,2022,August,165.9
Groundnut,2022,August,175.3
Groundnut Oil,2022,August,174.3
Jowar,2022,August,171.7
Jute,2022,August,269.2
Lentil,2022,August,204.4
Linseed,2022,August,236.2
Maize,2022,August,192.4
Mesta,2022,August,209.5
Moong,2022,August,167.6
Nigerseed,2022,August,240.1
Onion,2022,August,174.4
Paddy,2022,August,168.8
Palm oil,2022,August,196.1
Peas,2022,August,230.1
Potato,2022,August,291.4
Ragi,2022,August,209.7
Rajma,2022,August,257.1
Rapeseed & Mustard,2022,August,201.6
Rapeseed & Mustard (Meal/Cake),2022,August,201.0
Rapeseed & Mustard Oil,2022,August,199.4
Rice,2022,August,165.7
Safflower,2022,August,203.5
Sesamum,2022,August,181.6
Soya oil,2022,August,175.9
Soybean,2022,August,258.3
Sugarcane,2022,August,199.8
Sunflower,2022,August,184.4
Sunflower oil,2022,August,170.1
Tobacco,2022,August,113.6
Tomato,2022,August,249.8
Tur,2022,August,188.8
Urad,2022,August,178.3
Wheat,2022,August,180.6
Wheat Atta,2022,August,178.5
Bajra,2023,August,225.9
Barley,2023,August,191.1
Castorseed,2023,August,118.9
Cotton,2023,August,162.2
Cotton (Meal/Cake),2023,August,182.3
Cotton Oil,2023,August,126.2
Gram,2023,August,174.2
Groundnut,2023,August,203.0
Groundnut Oil,2023,August,181.4
Jowar,2023,August,224.7
Jute,2023,August,248.4
Lentil,2023,August,186.8
Linseed,2023,August,183.9
Maize,2023,August,186.8
Mesta,2023,August,164.1
Moong,2023,August,188.6
Nigerseed,2023,August,284.4
Onion,2023,August,229.2
Paddy,2023,August,184.3
Palm oil,2023,August,151.3
Peas,2023,August,224.0
Potato,2023,August,221.4
Ragi,2023,August,256.6
Rajma,2023,August,249.8
Rapeseed & Mustard,2023,August,166.2
Rapeseed & Mustard (Meal/Cake),2023,August,211.2
Rapeseed & Mustard Oil,2023,August,163.4
Rice,2023,August,181.0
Safflower,2023,August,167.8
Sesamum,2023,August,228.8
Soya oil,2023,August,134.5
Soybean,2023,August,216.2
Sugarcane,2023,August,210.1
Sunflower,2023,August,153.2
Sunflower oil,2023,August,127.3
Tobacco,2023,August,113.6
Tomato,2023,August,817.6
Tur,2023,August,248.5
Urad,2023,August,196.9
Wheat,2023,August,191.1
Wheat Atta,2023,August,183.2
Bajra,2024,August,245.2
Barley,2024,August,210.3
Castorseed,2024,August,113.6
Cotton,2024,August,152.1
Cotton (Meal/Cake),2024,August,201.0
Cotton Oil,2024,August,127.1
Gram,2024,August,224.1
Groundnut,2024,August,180.0
Groundnut Oil,2024,August,169.2
Jowar,2024,August,208.2
Jute,2024,August,236.4
Lentil,2024,August,188.9
Linseed,2024,August,193.2
Maize,2024,August,213.6
Mesta,2024,August,177.0
Moong,2024,August,194.6
Nigerseed,2024,August,305.0
Onion,2024,August,387.7
Paddy,2024,August,201.1
Palm oil,2024,August,155.8
Peas,2024,August,229.9
Potato,2024,August,394.0
Ragi,2024,August,321.5
Rajma,2024,August,242.0
Rapeseed & Mustard,2024,August,174.2
Rapeseed & Mustard (Meal/Cake),2024,August,211.1
Rapeseed & Mustard Oil,2024,August,172.9
Rice,2024,August,191.7
Safflower,2024,August,173.3
Sesamum,2024,August,229.8
Soya oil,2024,August,131.2
Soybean,2024,August,197.1
Sugarcane,2024,August,217.0
Sunflower,2024,August,126.2
Sunflower oil,2024,August,129.2
Tobacco,2024,August,113.6
Tomato,2024,August,385.7
Tur,2024,August,303.9
Urad,2024,August,223.3
Wheat,2024,August,202.0
Wheat Atta,2024,August,195.8
Bajra,2012,September,121.7
Barley,2012,September,111.8
Castorseed,2012,September,88.7
Cotton,2012,September,97.5
Cotton (Meal/Cake),2012,September,127.5
Cotton Oil,2012,September,113.2
Gram,2012,September,148.9
Groundnut,2012,September,122.0
Groundnut Oil,2012,September,122.2
Jowar,2012,September,97.2
Jute,2012,September,116.1
Lentil,2012,September,119.0
Linseed,2012,September,126.6
Maize,2012,September,117.3
Mesta,2012,September,104.8
Moong,2012,September,108.4
Nigerseed,2012,September,124.7
Onion,2012,September,104.5
Paddy,2012,September,116.1
Palm oil,2012,September,108.9
Peas,2012,September,153.8
Potato,2012,September,189.4
Ragi,2012,September,134.1
Rajma,2012,September,151.2
Rapeseed & Mustard,2012,September,136.7
Rapeseed & Mustard (Meal/Cake),2012,September,176.2
Rapeseed & Mustard Oil,2012,September,121.0
Rice,2012,September,111.4
Safflower,2012,September,120.3
Sesamum,2012,September,137.9
Soya oil,2012,September,116.0
Soybean,2012,September,166.2
Sugarcane,2012,September,104.9
Sunflower,2012,September,113.7
Sunflower oil,2012,September,107.0
Tobacco,2012,September,100.0
Tomato,2012,September,107.0
Tur,2012,September,118.6
Urad,2012,September,102.3
Wheat,2012,September,119.4
Wheat Atta,2012,September,120.2
Bajra,2013,September,130.9
Barley,2013,September,118.0
Castorseed,2013,September,81.9
Cotton,2013,September,115.5
Cotton (Meal/Cake),2013,September,136.6
Cotton Oil,2013,September,104.0
Gram,2013,September,109.3
Groundnut,2013,September,107.1
Groundnut Oil,2013,September,102.9
Jowar,2013,September,98.0
Jute,2013,September,113.7
Lentil,2013,September,132.7
Linseed,2013,September,126.7
Maize,2013,September,128.9
Mesta,2013,September,117.4
Moong,2013,September,117.5
Nigerseed,2013,September,114.6
Onion,2013,September,491.0
Paddy,2013,September,131.3
Palm oil,2013,September,104.7
Peas,2013,September,157.1
Potato,2013,September,162.4
Ragi,2013,September,169.9
Rajma,2013,September,174.6
Rapeseed & Mustard,2013,September,119.0
Rapeseed & Mustard (Meal/Cake),2013,September,146.0
Rapeseed & Mustard Oil,2013,September,104.4
Rice,2013,September,128.7
Safflower,2013,September,112.8
Sesamum,2013,September,159.6
Soya oil,2013,September,106.7
Soybean,2013,September,148.1
Sugarcane,2013,September,104.9
Sunflower,2013,September,117.6
Sunflower oil,2013,September,110.6
Tobacco,2013,September,104.0
Tomato,2013,September,206.4
Tur,2013,September,117.2
Urad,2013,September,97.1
Wheat,2013,September,124.6
Wheat Atta,2013,September,124.8
Bajra,2014,September,133.9
Barley,2014,September,127.1
Castorseed,2014,September,95.8
Cotton,2014,September,95.9
Cotton (Meal/Cake),2014,September,138.0
Cotton Oil,2014,September,102.0
Gram,2014,September,100.2
Groundnut,2014,September,109.8
Groundnut Oil,2014,September,95.1
Jowar,2014,September,115.0
Jute,2014,September,124.3
Lentil,2014,September,152.6
Linseed,2014,September,125.6
Maize,2014,September,117.4
Mesta,2014,September,119.3
Moong,2014,September,141.2
Nigerseed,2014,September,128.3
Onion,2014,September,206.1
Paddy,2014,September,140.5
Palm oil,2014,September,99.0
Peas,2014,September,146.4
Potato,2014,September,310.7
Ragi,2014,September,163.0
Rajma,2014,September,162.7
Rapeseed & Mustard,2014,September,122.0
Rapeseed & Mustard (Meal/Cake),2014,September,148.6
Rapeseed & Mustard Oil,2014,September,107.7
Rice,2014,September,133.5
Safflower,2014,September,94.3
Sesamum,2014,September,136.8
Soya oil,2014,September,101.2
Soybean,2014,September,141.8
Sugarcane,2014,September,124.3
Sunflower,2014,September,108.2
Sunflower oil,2014,September,91.7
Tobacco,2014,September,113.6
Tomato,2014,September,213.9
Tur,2014,September,126.5
Urad,2014,September,128.0
Wheat,2014,September,121.8
Wheat Atta,2014,September,130.2
Bajra,2015,September,132.2
Barley,2015,September,124.3
Castorseed,2015,September,97.0
Cotton,2015,September,91.3
Cotton (Meal/Cake),2015,September,150.3
Cotton Oil,2015,September,99.0
Gram,2015,September,146.3
Groundnut,2015,September,136.1
Groundnut Oil,2015,September,113.5
Jowar,2015,September,108.4
Jute,2015,September,167.2
Lentil,2015,September,195.1
Linseed,2015,September,132.6
Maize,2015,September,121.9
Mesta,2015,September,139.9
Moong,2015,September,167.5
Nigerseed,2015,September,234.0
Onion,2015,September,460.3
Paddy,2015,September,135.2
Palm oil,2015,September,89.8
Peas,2015,September,148.2
Potato,2015,September,131.2
Ragi,2015,September,161.5
Rajma,2015,September,155.0
Rapeseed & Mustard,2015,September,148.0
Rapeseed & Mustard (Meal/Cake),2015,September,232.0
Rapeseed & Mustard Oil,2015,September,127.1
Rice,2015,September,128.9
Safflower,2015,September,105.3
Sesamum,2015,September,110.5
Soya oil,2015,September,96.9
Soybean,2015,September,139.2
Sugarcane,2015,September,150.3
Sunflower,2015,September,116.4
Sunflower oil,2015,September,102.0
Tobacco,2015,September,113.6
Tomato,2015,September,164.4
Tur,2015,September,196.9
Urad,2015,September,171.8
Wheat,2015,September,126.2
Wheat Atta,2015,September,126.2
Bajra,2016,September,155.1
Barley,2016,September,154.0
Castorseed,2016,September,85.4
Cotton,2016,September,111.0
Cotton (Meal/Cake),2016,September,178.3
Cotton Oil,2016,September,102.1
Gram,2016,September,227.4
Groundnut,2016,September,140.3
Groundnut Oil,2016,September,123.3
Jowar,2016,September,124.0
Jute,2016,September,194.0
Lentil,2016,September,182.0
Linseed,2016,September,175.6
Maize,2016,September,139.8
Mesta,2016,September,153.6
Moong,2016,September,134.7
Nigerseed,2016,September,207.6
Onion,2016,September,107.8
Paddy,2016,September,144.7
Palm oil,2016,September,105.5
Peas,2016,September,147.4
Potato,2016,September,229.8
Ragi,2016,September,167.3
Rajma,2016,September,153.8
Rapeseed & Mustard,2016,September,155.5
Rapeseed & Mustard (Meal/Cake),2016,September,244.5
Rapeseed & Mustard Oil,2016,September,131.3
Rice,2016,September,144.8
Safflower,2016,September,112.9
Sesamum,2016,September,122.6
Soya oil,2016,September,103.8
Soybean,2016,September,149.3
Sugarcane,2016,September,159.7
Sunflower,2016,September,113.5
Sunflower oil,2016,September,105.5
Tobacco,2016,September,113.6
Tomato,2016,September,116.6
Tur,2016,September,184.6
Urad,2016,September,211.6
Wheat,2016,September,140.0
Wheat Atta,2016,September,141.6
Bajra,2017,September,139.4
Barley,2017,September,140.3
Castorseed,2017,September,106.6
Cotton,2017,September,106.5
Cotton (Meal/Cake),2017,September,144.9
Cotton Oil,2017,September,101.5
Gram,2017,September,186.9
Groundnut,2017,September,118.0
Groundnut Oil,2017,September,105.1
Jowar,2017,September,126.1
Jute,2017,September,159.9
Lentil,2017,September,138.3
Linseed,2017,September,154.8
Maize,2017,September,125.1
Mesta,2017,September,130.2
Moong,2017,September,112.9
Nigerseed,2017,September,204.8
Onion,2017,September,193.8
Paddy,2017,September,148.8
Palm oil,2017,September,106.2
Peas,2017,September,142.3
Potato,2017,September,122.3
Ragi,2017,September,252.5
Rajma,2017,September,157.8
Rapeseed & Mustard,2017,September,134.6
Rapeseed & Mustard (Meal/Cake),2017,September,170.6
Rapeseed & Mustard Oil,2017,September,116.4
Rice,2017,September,152.4
Safflower,2017,September,140.2
Sesamum,2017,September,119.7
Soya oil,2017,September,105.8
Soybean,2017,September,124.8
Sugarcane,2017,September,167.6
Sunflower,2017,September,98.4
Sunflower oil,2017,September,102.1
Tobacco,2017,September,113.6
Tomato,2017,September,219.3
Tur,2017,September,118.4
Urad,2017,September,129.1
Wheat,2017,September,137.6
Wheat Atta,2017,September,138.0
Bajra,2018,September,141.7
Barley,2018,September,146.7
Castorseed,2018,September,107.0
Cotton,2018,September,120.9
Cotton (Meal/Cake),2018,September,161.4
Cotton Oil,2018,September,113.3
Gram,2018,September,132.5
Groundnut,2018,September,118.2
Groundnut Oil,2018,September,110.6
Jowar,2018,September,121.4
Jute,2018,September,181.7
Lentil,2018,September,121.8
Linseed,2018,September,146.5
Maize,2018,September,125.7
Mesta,2018,September,121.4
Moong,2018,September,119.8
Nigerseed,2018,September,139.7
Onion,2018,September,147.8
Paddy,2018,September,155.7
Palm oil,2018,September,118.7
Peas,2018,September,157.6
Potato,2018,September,220.0
Ragi,2018,September,213.0
Rajma,2018,September,132.8
Rapeseed & Mustard,2018,September,145.6
Rapeseed & Mustard (Meal/Cake),2018,September,186.7
Rapeseed & Mustard Oil,2018,September,127.0
Rice,2018,September,149.9
Safflower,2018,September,139.3
Sesamum,2018,September,141.3
Soya oil,2018,September,111.4
Soybean,2018,September,142.9
Sugarcane,2018,September,169.5
Sunflower,2018,September,111.4
Sunflower oil,2018,September,111.7
Tobacco,2018,September,117.2
Tomato,2018,September,140.2
Tur,2018,September,110.8
Urad,2018,September,107.6
Wheat,2018,September,149.8
Wheat Atta,2018,September,151.4
Bajra,2019,September,195.9
Barley,2019,September,175.4
Castorseed,2019,September,128.1
Cotton,2019,September,117.7
Cotton (Meal/Cake),2019,September,187.5
Cotton Oil,2019,September,111.9
Gram,2019,September,145.5
Groundnut,2019,September,150.2
Groundnut Oil,2019,September,120.0
Jowar,2019,September,160.0
Jute,2019,September,194.6
Lentil,2019,September,137.3
Linseed,2019,September,161.7
Maize,2019,September,185.8
Mesta,2019,September,133.3
Moong,2019,September,138.7
Nigerseed,2019,September,166.1
Onion,2019,September,328.7
Paddy,2019,September,161.9
Palm oil,2019,September,110.2
Peas,2019,September,199.9
Potato,2019,September,170.4
Ragi,2019,September,233.1
Rajma,2019,September,135.9
Rapeseed & Mustard,2019,September,144.0
Rapeseed & Mustard (Meal/Cake),2019,September,195.4
Rapeseed & Mustard Oil,2019,September,122.6
Rice,2019,September,156.5
Safflower,2019,September,187.9
Sesamum,2019,September,173.2
Soya oil,2019,September,111.6
Soybean,2019,September,164.9
Sugarcane,2019,September,169.5
Sunflower,2019,September,120.5
Sunflower oil,2019,September,112.4
Tobacco,2019,September,113.6
Tomato,2019,September,217.8
Tur,2019,September,150.5
Urad,2019,September,133.0
Wheat,2019,September,158.3
Wheat Atta,2019,September,156.1
Bajra,2020,September,155.7
Barley,2020,September,149.1
Castorseed,2020,September,101.3
Cotton,2020,September,94.8
Cotton (Meal/Cake),2020,September,159.2
Cotton Oil,2020,September,125.4
Gram,2020,September,154.8
Groundnut,2020,September,145.5
Groundnut Oil,2020,September,138.3
Jowar,2020,September,148.0
Jute,2020,September,230.6
Lentil,2020,September,159.0
Linseed,2020,September,166.4
Maize,2020,September,142.5
Mesta,2020,September,132.6
Moong,2020,September,164.3
Nigerseed,2020,September,214.5
Onion,2020,September,224.7
Paddy,2020,September,165.0
Palm oil,2020,September,138.9
Peas,2020,September,205.1
Potato,2020,September,372.6
Ragi,2020,September,225.1
Rajma,2020,September,147.8
Rapeseed & Mustard,2020,September,164.0
Rapeseed & Mustard (Meal/Cake),2020,September,196.6
Rapeseed & Mustard Oil,2020,September,158.0
Rice,2020,September,155.9
Safflower,2020,September,157.4
Sesamum,2020,September,182.3
Soya oil,2020,September,123.6
Soybean,2020,September,164.5
Sugarcane,2020,September,189.4
Sunflower,2020,September,126.0
Sunflower oil,2020,September,130.1
Tobacco,2020,September,113.6
Tomato,2020,September,434.0
Tur,2020,September,165.8
Urad,2020,September,177.6
Wheat,2020,September,150.0
Wheat Atta,2020,September,145.3
Bajra,2021,September,166.4
Barley,2021,September,166.4
Castorseed,2021,September,126.0
Cotton,2021,September,132.6
Cotton (Meal/Cake),2021,September,210.9
Cotton Oil,2021,September,176.9
Gram,2021,September,172.6
Groundnut,2021,September,162.9
Groundnut Oil,2021,September,159.6
Jowar,2021,September,138.4
Jute,2021,September,270.4
Lentil,2021,September,197.3
Linseed,2021,September,209.8
Maize,2021,September,154.8
Mesta,2021,September,182.0
Moong,2021,September,164.9
Nigerseed,2021,September,241.0
Onion,2021,September,220.4
Paddy,2021,September,162.3
Palm oil,2021,September,193.8
Peas,2021,September,219.0
Potato,2021,September,190.2
Ragi,2021,September,227.8
Rajma,2021,September,220.3
Rapeseed & Mustard,2021,September,219.1
Rapeseed & Mustard (Meal/Cake),2021,September,251.5
Rapeseed & Mustard Oil,2021,September,235.1
Rice,2021,September,152.3
Safflower,2021,September,193.8
Sesamum,2021,September,183.0
Soya oil,2021,September,188.0
Soybean,2021,September,337.1
Sugarcane,2021,September,196.3
Sunflower,2021,September,174.9
Sunflower oil,2021,September,161.3
Tobacco,2021,September,113.6
Tomato,2021,September,214.3
Tur,2021,September,179.9
Urad,2021,September,181.5
Wheat,2021,September,156.6
Wheat Atta,2021,September,150.8
Bajra,2022,September,212.8
Barley,2022,September,234.4
Castorseed,2022,September,138.8
Cotton,2022,September,201.5
Cotton (Meal/Cake),2022,September,193.3
Cotton Oil,2022,September,175.1
Gram,2022,September,163.1
Groundnut,2022,September,175.2
Groundnut Oil,2022,September,173.6
Jowar,2022,September,172.9
Jute,2022,September,276.6
Lentil,2022,September,199.7
Linseed,2022,September,244.9
Maize,2022,September,193.4
Mesta,2022,September,211.9
Moong,2022,September,166.2
